address,maxClaimable,price,currencyAddress
0xB1e03503AB2C0159a4CeF0f9b4703292C221eF45,6,0.052,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x39e55841bB66E376f224CAF7e5668117E58A2d3C,6,0.052,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x718A3Aa8f5c435102c87040B01c609a297fA12C5,6,0.052,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x55893DDb9a66aB306172E2fDC2723410598d5753,6,0.052,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xc23e4D29eE53F135Ca8c26603F1e9D9a9C5d7463,6,0.052,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x3aa17002f448bee09284dde391a595e51dcd8c39,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x7fa18ffbca3f6d6443c3556a1581dd2e71e42cdd,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x991c1650e207cce25e362cfed1aace50938ec6ef,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x1d182535a587bcfcf064765f30aceb78e481a7f3,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x19637190508fdd9777f346676d12f9592eda90ca,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x0b191f8f1c72ce3ada417a32c8c9ea36b1b2b9f7,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x6a57b680568d930e749edafe5fe665f2851299a8,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xc1fe3cc86d679d8ef481b78aabdc1b9bb0f7e837,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xd7a2450b83cd32992d53a1cb39bc3218c33758b1,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xbbf71e04b346c0a31ea0b38984bc080c98b8e1f1,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x739109445d5fed85ab3c60a122bb433fe25a54cc,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x3b3430d7d11db5412f13617d77fe2bf5707dab03,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x4acb19d5cce75b3cc8fa7e235217e12f22990154,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x25cd5e9646a7db9d25ffd07492a36ddfe1f574f5,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x19ef2b288b2c4bfa1eee888c8c968fab6cd16968,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x996e1d4ce3e1e558889832832004b2466153adbe,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x2065d81b5e45699c56ce0e46bb0b96e6a5000eef,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xdf1fa21aad71c50e642fca3aa4332da17bbea409,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x03d0954791e896b50d0a90e13c9802d30ed95141,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x51f956b281b282fceb2635f295200157a22b920b,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xaa3600788b72863ff51c8f0db5f10bb65fbfeab4,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xae51c6e34a3201531666edb027dbf7de9f1913b1,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x4c0f844d663c5cafdbb1dabe242e0beb007f7bd9,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x72d6f684800f415e9a5974b6acb98b61855c01ea,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x9f7cb0ba08b491e032da8f4b6b8ee3e3c1e4350a,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xd210a01936a901c79254de8fc693f743e5757f8f,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xbc9a8edb52171777a239397a0a6212f2a63c987a,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x6669beff005f900e664de4189d5fde461d0a1cc0,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xc2541d9ed2e32b9397428b9e5870e6b0995bb2bb,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xd8700890c1725c1261c351e7231a309591e446f6,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x0c148c98727223897a3df7d8f9668f8596e501af,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x5c8f77be6639cbd5b669e409c610926cc4e0e6ae,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xe0f61b634ba4603eaf50720fd6b2968d13f270f1,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x5fbeac931861d3f89eba4d99ea7ab80355f83a1c,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xae6afb0ad93b44a8e289afbb77b403abd2f95802,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xec1729cf062c343751e7d1e07724e7ee31510c42,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x4d94e8563795ab205c0fe65fa491e9999a2338f1,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xf1c531cf1e014a30ca0ccc9944ef0a37833c2ab3,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xd09c428cb34577293e0216484bff3b0ef325da17,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xd6869fe6e32812cfd0534ff0159c1c907b0e77de,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xe29584cc7102de536a4f017b232b635cc62c9fe1,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x40df5c0e9bf6c2ac0ba2fbeed6035dfe92d7bfe3,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x2487fc7e019860afbfc7fb16689e421843c777e2,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x3aaf636b024ff2968144ab4d2c3dfde5310d72b7,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xaf8a6a84318fe11504afcb4397a50d830cc39cdd,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x55c3fd635d473851c5320109dfda2927af789e10,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x5b975e28fe5f763dea46246029147e83d69c8e4b,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xf277189eaa0742a182c93575d3f3374d3c03a48b,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xd92c292bdbad58a70442ffada7b978cebc614e25,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x1f2ea4696a5b3af87434a9ff0fbb1df5ae21c334,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x59022b6b2573880312eba80380303104b6e689d6,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x904d99e0cd503425e560770d62fd07e33c0597be,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xb9ea52adc53233b306c915cfaa1e628c8d186e98,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x84dbd0cab0b53283c8cbbc1e2f08302c685f0c19,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x0ddcdceff82cd8f17d8c4e7e0da042f9995f2434,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x2d35a11b29b3ad121ffe1eed812ae6bd46ab6f26,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x39beb60bc4c1b8b0ebeedc515c7a56e7dfb3a5a9,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x53f6aa9c47ab6aaa4713c4392176e1aaf7352dc6,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x698e9a51378ed9b292e1ea27cd2ba419aee0e4a4,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x00e14b06893a661c37bbaf8606be7dccf173ee71,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x901762580cfb6dafc6bc67d9399400c8bc96926c,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xa83ccd610070453e8926c6dc02209e8e1e17f74f,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xbb93664780e5e4e22f5255c774bfc455ebfa789e,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xc11b7e24d94d1183f2e187df324ea11a575bd324,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x5be8bdc96c423f265fc589ff8611e4c72ee94dca,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x654047254b18ea2973815a5c793f9e54dc49f883,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xd850a2b4531be438a025ebed5bec898d62f011df,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x2a693ccbda744faf14ecb7c28bd811927bea61a7,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xb8b5095afbc7e7a9be5d3c65f084e9c758c77d62,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x27227d49d664722767aef0ea3efde59c53012ffa,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x9ead888876b3978e8b138d4b6416111255b89e03,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xf020cc5093c17829c7ae6b552d83d675fa271357,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xb10f26b051c1929b549f2db907ba0707ba00eaf9,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x7e98575220f0d2773854927c52af7d106d385a2c,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x2c22f52ed4be9e636e2d3f4d5fbdb8c68dff2d83,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x10bb616f1d6a6612325b592fb2d811f9ad20bb19,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x530b4c59d04156f02e95a349b1de94d41a3ad19d,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x08d15399d0360c5f0e3e6eb1e14c324dbc6a5a42,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x0d122ea6bf333b7c30b1967e93964c15150ed258,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
